Number,FirstName,LastName,Status,Height,IsUndraftedFreeAgent,InjuryStatus
44,JJ,Jansen,Active,6'2",True,
70,Jake,Matthews,Active,6'5",False,
30,Chuba,Hubbard,Active,6'1",False,
20,DeeJay,Dallas,Practice Squad,5'10",False,
92,Khalid,Kareem,Practice Squad,6'4",False,
50,Robert,Hunt,Injured Reserve,6'6",False,Out
1,Darnell,Mooney,Active,5'11",False,
5,Rico,Dowdle,Active,5'11",True,
29,Jordan,Fuller,Injured Reserve,6'2",False,Out
98,D.J.,Wonnum,Active,6'5",False,
21,Nick,Scott,Active,5'11",False,
55,Kaden,Elliss,Active,6'2",False,
87,David,Sills V,Active,6'3",True,
12,Easton,Stick,Practice Squad,6'1",False,
13,Hunter,Renfrow,Active,5'10",False,
77,Yosh,Nijman,Active,6'7",True,
2,Mike,Jackson,Active,6'1",False,
76,Kaleb,McGary,Injured Reserve,6'6",False,Out
63,Chris,Lindstrom,Active,6'4",False,
95,Ta'Quon,Graham,Injured Reserve,6'4",False,Out
32,Keith,Taylor,Practice Squad,6'3",False,
91,Patrick,Jones II,Active,6'4",False,Out
27,Israel,Mukuamu,Practice Squad,6'4",False,
54,Boogie,Basham,Practice Squad,6'3",False,
0,Divine,Deablo,Active,6'3",False,
70,Brady,Christensen,Active,6'6",False,
97,Bobby,Brown III,Active,6'4",False,
8,Jaycee,Horn,Active,6'1",False,
82,Tommy,Tremble,Active,6'4",False,
7,Tre'von,Moehrig,Active,6'2",False,
85,James,Mitchell,Active,6'4",False,
19,Chris,Blair,Practice Squad,6'2",True,
84,Feleipe,Franks,Active,6'6",True,
8,Kyle,Pitts Sr.,Active,6'6",False,
40,Krys,Barnes,Practice Squad,6'2",True,
99,Tershawn,Wharton,Active,6'1",True,Out
56,Christian,Rozeboom,Active,6'2",True,
49,Liam,McCullough,Active,6'2",True,
94,LaCale,London,Active,6'3",True,
73,Brandon,Walton,Active,6'5",True,
89,Charlie,Woerner,Active,6'5",False,
68,Kyle,Hinton,Active,6'2",False,
68,Damien,Lewis,Active,6'2",False,
95,Derrick,Brown,Active,6'5",False,
30,C.J.,Henderson,Practice Squad,6'1",False,
24,A.J.,Terrell Jr.,Active,6'1",False,Out
81,Dylan,Drummond,Practice Squad,6'0",True,
35,Natrone,Brooks,Active,5'11",True,
53,Claudin,Cherelus,Active,6'2",True,
18,Jalen,Coker,Injured Reserve,6'3",True,Out
26,Chau,Smith-Wade,Active,5'11",False,
36,Demani,Richardson,Active,6'1",True,
48,Bralen,Trice,Injured Reserve,6'4",False,Out
17,Xavier,Legette,Active,6'3",False,Questionable
54,Brandon,Dorlus,Active,6'3",False,
25,Kalen,King,Practice Squad,5'11",False,
32,Trevin,Wallace,Active,6'1",False,
0,Ja'Tavion,Sanders,Active,6'4",False,
24,Jonathon,Brooks,Physically Unable to Perform,6'0",False,Out
82,Casey,Washington,Active,6'0",False,Out
98,Ruke,Orhorhoro,Active,6'4",False,
60,Nick,Samac,Active,6'4",False,
40,JD,Bertrand,Active,6'1",False,
96,Jaden,Crumedy,Active,6'4",False,
55,Maema,Njongmeta,Active,6'0",True,
61,Jarrett,Kingston,Practice Squad,6'4",False,
78,Popo,Aumavae,Injured Reserve,6'3",True,Out
72,Michael,Jerrell,Active,6'5",False,
84,Mitchell,Evans,Active,6'5",False,
22,Clark,Phillips III,Active,5'9",False,
65,Matthew,Bergeron,Active,6'5",False,
,Ryan,Hayes,Practice Squad,6'7",False,
12,Hendon,Hooker,Practice Squad,6'3",False,
62,Chandler,Zavala,Active,6'3",False,
87,Brycen,Tremayne,Active,6'4",True,
26,Carlos,Washington Jr.,Practice Squad,5'11",True,
,Carter,Warren,Practice Squad,6'5",False,
52,Jovaughn,Gwyn,Active,6'2",False,
23,DeMarcco,Hellams,Active,6'1",False,
52,DJ,Johnson,Active,6'4",False,
48,Thomas,Incoom,Active,6'2",True,
99,Sam,Roberts,Active,6'5",False,
46,Parker,Romo,Active,5'11",True,
28,Damarri,Mathis,Injured Reserve,5'11",False,Out
64,Cade,Mays,Active,6'6",False,
29,Akayleb,Evans,Active,6'2",False,
,LaBryan,Ray,Injured Reserve,6'4",True,Out
44,Troy,Andersen,Physically Unable to Perform,6'4",False,Out
17,Arnold,Ebiketie,Active,6'2",False,
51,DeAngelo,Malone,Active,6'3",False,
85,Teagan,Quitoriano,Active,6'6",False,
79,Ikem,Ekwonu,Active,6'4",False,
96,Zach,Harrison,Active,6'5",False,
25,Tyler,Allgeier,Active,5'10",False,
9,Michael,Penix Jr.,Active,6'3",False,
20,Dee,Alford,Active,5'11",True,
7,Bijan,Robinson,Active,5'11",False,
5,Drake,London,Active,6'4",False,
80,Ainias,Smith,Practice Squad,5'9",False,
,Emory,Jones,Injured Reserve,6'2",True,Out
64,Ryan,Neuzil,Active,6'3",True,
,Tyrone,Wheatley Jr.,Injured Reserve,6'6",True,Out
9,Bryce,Young,Active,5'10",False,
47,Joshua,Simon,Practice Squad,6'4",True,
33,Billy,Bowman Jr.,Active,5'10",False,
10,Ryan,Fitzgerald,Active,5'11",True,
57,Bam,Martin-Scott,Active,6'2",True,
92,Cam,Jackson,Active,6'6",False,
37,Cobee,Bryant,Practice Squad,6'0",True,
75,Jared,Harrison-Hunte,Practice Squad,6'4",True,
22,Lathan,Ransom,Active,6'0",False,
74,Tommy,Akingbesote,Practice Squad,6'3",False,
69,Jack,Nelson,Active,6'7",False,
31,Xavier,Watts,Active,6'0",False,
4,Tetairoa,McMillan,Active,6'5",False,
27,James,Pearce Jr.,Active,6'5",False,
3,Princely,Umanmielen,Active,6'4",False,
43,Malik,Verdon,Non Football Injury,6'4",True,Out
23,Trevor,Etienne,Active,5'8",False,
80,Nick,Nash,Practice Squad,6'3",True,
15,Jimmy,Horn Jr.,Active,5'8",False,
11,Nic,Scourton,Active,6'2",False,
11,Jalon,Walker,Active,6'2",False,
31,Corey,Thornton,Active,6'1",True,
45,Bryce,Pierre,Practice Squad,6'5",True,
71,Michael,Tarquin,Practice Squad,6'6",True,
42,Trevian,Thomas,Practice Squad,5'11",True,
35,Michael,Reid,Practice Squad,6'2",True,
67,Joshua,Gray,Practice Squad,6'5",True,
,Lenny,Krieg,Practice Squad,6'2",True,
38,Nathan,Carter,Active,5'10",True,
88,Ja'Seem,Reed,Practice Squad,6'2",True,
58,Mapalo,Mwansa,Practice Squad,6'2",True,
81,Dalevon,Campbell,Active,6'4",True,
,Cade,McDonald,Injured Reserve,5'10",True,Out
42,Easton,Mascarenas-Arnold,Active,5'11",True,
31,Donovan,McMillon,Active,6'2",True,
41,Mark,McNamee,Practice Squad,6'4",True,
,Logan,Brown,Inactive,6'6",True,
26,Micah,Robinson,Practice Squad,5'11",False,
72,Brant,Banks,Practice Squad,6'7",True,
37,Dom,Jones,Active,6'2",True,
37,Johnathan,Baldwin,Practice Squad,6'0",True,
78,Dalton,Cooper,Practice Squad,6'6",True,
98,Adin,Huntington,Active,6'1",True,
,Gage,Larvadain,Practice Squad,5'8",True,
39,Ahmani,Marshall,Practice Squad,6'1",True,
94,Mason,Graham,Active,6'4",False,
82,Will,Sheppard,Practice Squad,6'3",True,
0,Matthew,Golden,Active,5'11",False,
10,Quinshon,Judkins,Active,5'11",False,
,Ralph,Holley,Inactive,6'0",True,
16,Isaiah,Bond,Active,5'11",True,
49,Carson,Schwesinger,Active,6'3",False,
12,Shedeur,Sanders,Active,6'2",False,
35,Raheim,Sanders,Active,6'0",True,
73,John,Williams,Physically Unable to Perform,6'4",False,Out
52,Garrett,Dellinger,Practice Squad,6'5",False,
93,Nazir,Stackhouse,Active,6'4",True,
71,Anthony,Belton,Active,6'6",False,
91,Warren,Brinson,Active,6'5",False,
45,Collin,Oliver,Physically Unable to Perform,6'2",False,Out
48,Jamon,Johnson,Practice Squad,6'1",True,
83,Savion,Williams,Active,6'4",False,
99,Barryn,Sorrell,Active,6'3",False,
80,Isaiah,Neyor,Practice Squad,6'4",True,
87,Sal,Cannella,Practice Squad,6'5",True,
2,Malik,Willis,Active,6'1",False,
39,Zayne,Anderson,Active,6'2",True,
11,Jayden,Reed,Injured Reserve,5'11",False,Out
22,Pierre,Strong Jr.,Practice Squad,5'11",False,
32,MarShawn,Lloyd,Injured Reserve,5'9",False,Out
30,Chris,Brooks,Active,6'1",True,
34,Jerome,Ford,Active,5'10",False,
18,David,Bell,Non Football Injury,6'1",False,Out
8,Dillon,Gabriel,Active,5'11",False,
87,Romeo,Doubs,Active,6'2",False,
11,Bailey,Zappe,Practice Squad,6'1",False,
13,Dontayvion,Wicks,Active,6'1",False,
63,Rasheed,Walker,Active,6'6",False,
1,Martin,Emerson Jr.,Injured Reserve,6'2",False,Out
99,Cameron,Thomas,Active,6'4",False,
91,Alex,Wright,Active,6'5",False,
75,Sean,Rhyan,Active,6'5",False,
55,Kingsley,Enagbare,Active,6'4",False,
95,Devonte,Wyatt,Active,6'3",False,
70,Darian,Kinnard,Active,6'5",False,
9,Christian,Watson,Physically Unable to Perform,6'4",False,Out
50,Zach,Tom,Active,6'4",False,Questionable
7,Quay,Walker,Active,6'4",False,
16,Bo,Melton,Active,5'11",False,
86,John,FitzPatrick,Active,6'7",False,
58,KJ,Henry,Practice Squad,6'4",False,
57,Isaiah,McGuire,Active,6'4",False,
33,Ronnie,Hickman,Active,6'1",True,
29,Cameron,Mitchell,Active,5'11",False,
56,Luke,Wypler,Active,6'3",False,
18,Malik,Heath,Active,6'2",True,
86,Blake,Whiteheart,Active,6'4",True,
81,Josh,Whyle,Practice Squad,6'7",False,
23,Emanuel,Wilson,Active,5'10",True,
94,Karl,Brooks,Active,6'3",False,
19,Cedric,Tillman,Active,6'3",False,
20,Jarrick,Bernard-Converse,Active,6'1",False,
43,Mohamoud,Diabate,Active,6'4",True,
89,Ben,Sims,Active,6'5",True,
57,Brenton,Cox Jr.,Injured Reserve,6'4",True,Out
88,Luke,Musgrave,Active,6'6",False,
,Clayton,Tune,Practice Squad,6'3",False,
90,Lukas,Van Ness,Active,6'5",False,
24,Carrington,Valentine,Active,6'0",False,
96,Colby,Wooden,Active,6'4",False,
79,Dawand,Jones,Active,6'8",False,
85,Tucker,Kraft,Active,6'5",False,Probable
28,Tre,Avery,Practice Squad,5'11",True,
89,Kaden,Davis,Active,6'1",True,
53,Arron,Mosby,Practice Squad,6'3",True,
19,Daniel,Whelan,Active,6'5",True,
44,Harold,Fannin Jr.,Active,6'4",False,
22,Dylan,Sampson,Active,5'8",False,
98,James,Ester,Practice Squad,6'3",True,
79,Travis,Glover,Injured Reserve,6'6",False,Out
59,Winston,Reid,Injured Reserve,6'0",True,Out
41,Christopher,Edmonds,Practice Squad,6'2",True,
67,Donovan,Jennings,Active,6'4",True,
26,Myles,Harden,Active,5'11",False,
36,Kamal,Hadden,Active,6'1",False,
70,Zak,Zinter,Active,6'6",False,
59,Ty'Ron,Hopper,Active,6'2",False,
54,Edefuan,Ulofoshio,Practice Squad,6'1",False,
40,Nathaniel,Watson,Injured Reserve,6'0",False,Out
62,Jacob,Monk,Injured Reserve,6'3",False,Out
72,KT,Leveston,Active,6'4",False,
20,Javon,Bullard,Active,5'10",False,
51,Mike,Hall Jr.,Active,6'3",False,Out
83,Malachi,Corley,Practice Squad,5'11",False,
80,Jamari,Thrash,Active,6'0",False,
77,Jordan,Morgan,Active,6'5",False,
56,Edgerrin,Cooper,Active,6'2",False,
38,Jaylin,Simpson,Practice Squad,6'0",False,
27,Kitan,Oladapo,Active,6'2",False,
33,Evan,Williams,Active,5'11",False,
,Anthony,Kendall,Injured Reserve,5'10",True,Out
25,Andre,Szmyt,Active,6'0",True,
49,Deslin,Alexandre,Practice Squad,6'3",True,
69,Tyre,Phillips,Practice Squad,6'5",False,
54,Kristian,Welch,Practice Squad,6'3",True,
50,Rex,Sunahara,Active,6'6",True,
1,Micah,Parsons,Active,6'3",False,
6,Jeremiah,Owusu-Koramoah,Physically Unable to Perform,6'2",False,Out
65,Aaron,Banks,Active,6'5",False,
31,Nick,Niemann,Active,6'3",False,
58,Isaiah,McDuffie,Active,6'1",False,
92,Sam,Kamara,Practice Squad,6'0",True,
21,Nate,Hobbs,Active,6'0",False,
0,Greg,Newsome II,Active,6'0",False,
90,Joe,Tryon-Shoyinka,Active,6'5",False,
74,Teven,Jenkins,Active,6'6",False,
74,Elgton,Jenkins,Active,6'5",False,
8,Josh,Jacobs,Active,5'10",False,
6,Mecole,Hardman,Practice Squad,5'10",False,
66,Joshua,Miles,Practice Squad,6'5",False,
25,Keisean,Nixon,Active,5'10",True,
30,Devin,Bush,Active,5'11",False,
29,Xavier,McKinney,Active,6'0",False,
53,Julian,Okwara,Practice Squad,6'4",False,
9,Grant,Delpit,Active,6'3",False,
10,Jordan,Love,Active,6'4",False,
3,Jerry,Jeudy,Active,6'1",False,
42,Matt,Orzech,Active,6'3",True,
71,Cornelius,Lucas,Active,6'8",True,
17,Brandon,McManus,Active,6'3",True,
75,Joel,Bitonio,Active,6'4",False,Questionable
93,Shelby,Harris,Active,6'2",False,
15,Joe,Flacco,Active,6'6",False,
78,Jack,Conklin,Active,6'6",False,Questionable
96,Maliek,Collins,Active,6'2",False,
2,DeAndre,Carter,Active,5'8",True,
95,Myles,Garrett,Active,6'4",False,
4,Deshaun,Watson,Physically Unable to Perform,6'3",False,Out
85,David,Njoku,Active,6'4",False,
55,Ethan,Pocic,Active,6'6",False,
23,Damontae,Kazee,Active,5'11",False,
5,Rayshawn,Jenkins,Active,6'1",False,
17,Jerome,Baker,Active,6'2",False,
21,Denzel,Ward,Active,5'11",False,
13,Corey,Bojorquez,Active,6'0",True,
52,Rashan,Gary,Active,6'5",False,
77,Wyatt,Teller,Active,6'4",False,
86,Dalton,Schultz,Active,6'5",False,
84,Justin,Watson,Injured Reserve,6'2",False,Out
29,M.J.,Stewart,Active,5'11",False,
47,Dennis,Gardeck,Active,6'0",True,
9,Logan,Cooke,Active,6'5",False,
91,Folorunso,Fatukasi,Active,6'4",False,
98,Tim,Settle Jr.,Active,6'3",False,
23,Foyesade,Oluokun,Active,6'2",False,
17,Braxton,Berrios,Active,5'9",False,
11,Tremon,Smith,Active,5'11",False,
8,C.J.,Gardner-Johnson,Active,5'11",False,
55,Chuma,Edoga,Active,6'4",False,
41,Josh,Hines-Allen,Active,6'5",False,
93,Matt,Dickerson,Practice Squad,6'5",True,
21,Nick,Chubb,Active,5'11",False,
13,Christian,Kirk,Active,5'11",False,
33,Dare,Ogunbowale,Active,5'10",True,
14,Nick,Mullens,Active,6'0",True,
86,Johnny,Mundt,Active,6'4",True,
17,Tim,Patrick,Active,6'5",True,
98,Dawuane,Smoot,Active,6'3",False,
2,Jourdan,Lewis,Active,5'10",False,
28,Joe,Mixon,Non Football Injury,6'1",False,Out
74,Cam,Robinson,Active,6'6",False,
95,Derek,Barnett,Active,6'3",False,
99,Austin,Johnson,Active,6'4",False,
29,Eric,Murray,Active,5'11",False,
30,Jalen,Mills,Practice Squad,6'0",False,
15,Ka'imi,Fairbairn,Active,6'0",True,
77,Trent,Brown,Practice Squad,6'8",False,
55,Danielle,Hunter,Active,6'5",False,
90,Sheldon,Rankins,Active,6'2",False,
90,Emmanuel,Ogbah,Active,6'4",False,
96,Denico,Autry,Physically Unable to Perform,6'5",True,Out
91,Arik,Armstead,Active,6'7",False,
20,Jimmie,Ward,Commissioner Exempt List,5'11",False,Out
97,Mario,Edwards Jr.,Active,6'3",False,
75,Laken,Tomlinson,Active,6'3",False,
0,Azeez,Al-Shaair,Active,6'2",True,
37,D'Angelo,Ross,Active,5'9",True,
1,Travis,Etienne Jr.,Active,5'10",False,
88,Harrison,Bryant,Active,6'5",False,
12,Nico,Collins,Active,6'4",False,
52,DaVon,Hamilton,Active,6'4",False,
52,Darrell,Taylor,Active,6'4",False,
76,Ezra,Cleveland,Active,6'6",False,Questionable
45,E.J.,Speed,Active,6'4",False,
43,Jakob,Johnson,Active,6'3",True,
,Darnell,Savage,Inactive,5'11",False,
42,Andrew,Wingard,Active,6'0",True,
65,Patrick,Mekari,Active,6'4",True,
71,Tytus,Howard,Active,6'5",False,
,Irv,Smith Jr.,Injured Reserve,6'2",False,Out
96,Khalen,Saunders,Active,6'0",False,
73,Robert,Hainsey,Active,6'4",False,
72,Tommy,Togiai,Active,6'2",False,
72,Walker,Little,Active,6'7",False,
5,Dyami,Brown,Active,6'0",False,
3,Tyson,Campbell,Active,6'1",False,
70,Cole,Van Lanen,Active,6'5",False,
16,Trevor,Lawrence,Active,6'6",False,
84,Hunter,Long,Active,6'5",False,
80,Quintin,Morris,Active,6'2",True,
10,Davis,Mills,Active,6'4",False,
9,Brevin,Jordan,Injured Reserve,6'3",False,Out
6,Tommy,Townsend,Active,6'1",True,
46,Ross,Matiscik,Active,6'0",True,
25,Myles,Bryant,Active,5'9",True,
41,Damon,Arnette,Practice Squad,6'0",False,
20,Kahlef,Hailassie,Active,6'1",True,
,Jaylon,Thomas,Practice Squad,6'5",True,
89,Jared,Wayne,Practice Squad,6'3",True,
66,Ricky,Lee,Practice Squad,6'5",True,
79,Jerome,Carvin,Practice Squad,6'5",True,
22,Jarrian,Jones,Active,5'11",False,
32,Cody,Schrader,Active,5'9",True,
87,Cade,Stover,Injured Reserve,6'4",False,Out
26,Jawhar,Jordan,Practice Squad,5'10",False,
39,Cam,Little,Active,6'1",False,
2,Calen,Bullock,Active,6'3",False,
4,Kamari,Lassiter,Active,6'0",False,
57,Blake,Fisher,Active,6'6",False,
94,Maason,Smith,Active,6'5",False,
7,Brian,Thomas Jr.,Active,6'2",False,
,Joshua,Cephus,Injured Reserve,6'2",True,Out
56,Jamal,Hill,Active,6'0",False,
50,Solomon,Byrd,Practice Squad,6'3",False,
31,Keni-H,Lovely,Practice Squad,5'10",True,
44,British,Brooks,Active,5'11",True,
82,Brenden,Bates,Active,6'5",True,
33,Bhayshul,Tuten,Active,5'9",False,
83,Luke,Lachey,Practice Squad,6'6",False,
85,Josh,Kelly,Practice Squad,6'1",True,
14,Jaylin,Noel,Active,5'11",False,
38,Ja'Quinden,Jackson,Practice Squad,6'2",True,
39,Henry,To'oTo'o,Active,6'2",False,
26,Antonio,Johnson,Active,6'2",False,
51,Will,Anderson Jr.,Active,6'4",False,
77,Anton,Harrison,Active,6'4",False,
60,Jake,Andrews,Active,6'3",False,
3,Tank,Dell,Physically Unable to Perform,5'10",False,Out
11,Parker,Washington,Active,5'10",False,
54,Jarrett,Patterson,Active,6'4",False,
70,Juice,Scruggs,Active,6'3",False,
75,Cooper,Hodges,Physically Unable to Perform,6'4",False,Out
21,Christian,Braswell,Active,5'11",False,
19,Xavier,Hutchinson,Active,6'3",False,
92,Dylan,Horton,Active,6'4",False,
56,Yasir,Abdullah,Active,6'1",False,
62,Sidy,Sow,Practice Squad,6'5",False,
85,Brenton,Strange,Active,6'4",False,
51,Ventrell,Miller,Active,6'0",False,
64,Haggai,Ndubuisi,Practice Squad,6'6",True,
93,Kurt,Hinish,Physically Unable to Perform,6'1",True,Out
0,Devin,Lloyd,Active,6'3",False,
5,Jalen,Pitre,Active,6'0",False,
35,Jake,Hansen,Active,6'1",True,
30,Montaric,Brown,Active,6'0",False,
69,Ed,Ingram,Active,6'3",False,
48,Christian,Harris,Active,6'2",False,
89,Erik,Ezukanma,Practice Squad,6'2",False,
44,Travon,Walker,Active,6'5",False,
24,Derek,Stingley Jr.,Active,6'1",False,
31,Dameon,Pierce,Active,5'10",False,
7,C.J.,Stroud,Active,6'3",False,
81,Austin,Trammell,Practice Squad,5'10",True,
81,Jayden,Higgins,Active,6'4",False,
18,Graham,Mertz,Active,6'2",False,
36,Alijah,Huzzie,Non Football Injury,5'10",True,Out
22,Jaylin,Smith,Injured Reserve,5'11",False,Out
37,Jabbar,Muhammad,Practice Squad,5'10",True,
32,Jackson,Woodard,Practice Squad,6'2",True,
35,Jalen,McLeod,Injured Reserve,6'1",False,Out
27,Caleb,Ransaw,Injured Reserve,6'0",False,Out
25,Rayuan,Lane III,Active,5'11",False,
53,Junior,Tafuna,Practice Squad,6'3",True,
65,Eli,Cox,Practice Squad,6'4",True,
60,Jonah,Monheim,Active,6'5",False,
54,Jack,Kiser,Active,6'2",False,
12,Travis,Hunter,Active,6'1",False,
23,Jaylen,Reed,Injured Reserve,6'0",False,Out
19,Seth,Henigan,Practice Squad,6'3",True,
,Silas,Bolden,Inactive,5'8",True,
27,Woody,Marks,Active,5'10",False,
36,LeQuint,Allen Jr.,Active,6'0",False,
64,Wyatt,Milum,Active,6'6",False,Out
79,Aireontae,Ersery,Active,6'6",False,
97,Keivie,Rose,Practice Squad,6'3",True,
92,Danny,Striggow,Active,6'5",True,
15,Chandler,Brayboy,Practice Squad,6'1",True,
95,B.J.,Green II,Active,6'1",True,
88,Patrick,Herbert,Practice Squad,6'5",True,
61,Sal,Wormley,Practice Squad,6'3",True,
24,Cam'Ron,Silmon-Craig,Practice Squad,5'10",True,
50,Branson,Combs,Practice Squad,6'3",True,
40,Austin,Brinkman,Active,6'4",True,
58,Kyonte,Hamilton,Injured Reserve,6'4",False,Out
,Ajani,Carter,Practice Squad,6'2",True,
46,William,Wagner,Active,6'2",True,
21,Bralyn,Lux,Practice Squad,5'10",True,
99,Elijah,Williams,Active,6'3",True,
66,Vershon,Lee,Practice Squad,6'4",True,
56,Austin,Keys,Active,6'2",True,Questionable
57,Chaz,Chambliss,Active,6'1",True,
34,Zemaiah,Vaughn,Practice Squad,6'3",True,
68,Seth,McLaughlin,Practice Squad,6'4",True,
85,Ben,Yurosek,Active,6'4",True,
,Alex,Williams,Injured Reserve,6'7",True,Out
14,Jordan,Moore,Practice Squad,6'0",True,
,Zeke,Correll,Injured Reserve,6'3",True,Out
89,Dontae,Fleming,Practice Squad,6'2",True,
4,Myles,Price,Active,5'9",True,
74,Donovan,Jackson,Active,6'4",False,
97,Shemar,Stewart,Active,6'5",False,Out
13,Tai,Felton,Active,6'1",False,
25,Tahj,Brooks,Active,5'9",False,
90,Tyrion,Ingram-Dawkins,Active,6'5",False,
44,Demetrius,Knight Jr.,Active,6'2",False,
12,Max,Brosmer,Active,6'2",True,
63,Dylan,Fairchild,Active,6'5",False,
41,Kobe,King,Active,6'1",False,
60,Joe,Huber,Active,6'5",True,
74,Jalen,Rivers,Active,6'5",False,
96,Tyler,Batty,Injured Reserve,6'6",True,Out
95,Howard,Cross III,Active,6'1",True,
86,Gavin,Bartholomew,Physically Unable to Perform,6'5",False,Out
63,Max,Pircher,Practice Squad,6'7",True,
36,Kendall,Milton,Practice Squad,6'1",True,
81,Jermaine,Burton,Active,6'0",False,
3,Jordan,Addison,Suspended,5'11",False,Out
23,Dax,Hill,Active,6'0",False,
60,Jaxson,Kirkland,Practice Squad,6'7",True,
27,Jordan,Mason,Active,5'11",True,
1,Jalen,Nailor,Active,5'11",False,
,Cordell,Volson,Injured Reserve,6'6",False,Out
29,Cam,Taylor-Britt,Active,5'11",False,Doubtful
26,Tycen,Anderson,Active,6'2",False,
27,Jordan,Battle,Active,6'1",False,
17,Ryan,Wright,Active,6'3",True,
39,Russ,Yeast,Practice Squad,5'10",False,
26,Theo,Jackson,Active,6'1",False,
0,Ivan,Pace Jr.,Active,5'10",True,
24,Jay,Ward,Active,6'1",False,
51,Isaiah,Foskey,Practice Squad,6'5",False,
30,Chase,Brown,Active,5'10",False,
61,Jalen,Redmond,Active,6'3",True,
82,Mitchell,Tinsley,Active,6'1",True,
4,Sean,Clifford,Practice Squad,6'2",False,
38,DJ,Ivey,Active,6'1",False,
35,Xazavian,Valladay,Practice Squad,6'0",True,
50,Shaka,Heyward,Active,6'3",True,
99,Myles,Murphy,Active,6'5",False,
15,Charlie,Jones,Active,6'0",False,
80,Andrei,Iosivas,Active,6'3",False,
20,DJ,Turner II,Active,5'11",False,Questionable
,Kendric,Pryor,Practice Squad,5'11",True,
85,Cam,Grandy,Active,6'5",True,
37,PJ,Jules,Active,6'0",True,
82,Jeshaun,Jones,Practice Squad,6'1",True,
94,Taki,Taimani,Practice Squad,6'1",True,
98,Bo,Richter,Active,6'1",True,
29,Tyrek,Funderburk,Practice Squad,6'0",True,
65,Michael,Jurgens,Active,6'5",False,
50,Levi Drake,Rodriguez,Active,6'2",False,
59,Gabriel,Murphy,Practice Squad,6'2",True,
56,Myles,Cole,Practice Squad,6'6",False,
73,Javon,Foster,Practice Squad,6'5",False,
33,Daijahn,Anthony,Injured Reserve,6'0",False,Out
83,Erick,All Jr.,Physically Unable to Perform,6'5",False,Out
79,Andrew,Coker,Practice Squad,6'7",True,
73,Walter,Rouse,Active,6'6",False,
65,Matt,Lee,Active,6'4",False,
71,Amarius,Mims,Active,6'8",False,
9,J.J.,McCarthy,Active,6'3",False,Out
15,Dallas,Turner,Active,6'3",False,
,Lucky,Jackson,Practice Squad,6'0",True,
90,Kris,Jenkins Jr.,Active,6'3",False,
28,Josh,Newton,Active,5'11",False,
49,Barrett,Carter,Active,6'0",False,
52,Cedric,Johnson,Injured Reserve,6'3",False,Out
93,McKinnley,Jackson,Active,6'2",False,
6,Dwight,McGlothern,Active,6'2",True,
16,Will,Reichard,Active,6'1",False,
8,Ryan,Rehkow,Active,6'4",True,
83,Bryson,Nesbit,Practice Squad,6'5",True,
68,Henry,Byrd,Active,6'5",True,
36,Zavier,Scott,Active,6'1",True,
8,Jeff,Okudah,Active,6'1",False,
2,Isaiah,Rodgers,Active,5'10",False,
64,Blake,Brandel,Active,6'6",False,
5,Desmond,Ridder,Active,6'3",False,
1,Ja'Marr,Chase,Active,6'0",False,
71,Christian,Darrisaw,Active,6'5",False,Questionable
24,Marco,Wilson,Active,5'11",False,
32,Gary,Brightwell,Practice Squad,6'1",False,
,Rondale,Moore,Injured Reserve,5'7",False,Out
14,Tim,Jones,Active,6'1",True,
58,Joseph,Ossai,Active,6'4",False,
2,Evan,McPherson,Active,5'11",False,
76,Will,Fries,Active,6'6",False,
98,T.J.,Slaton Jr.,Active,6'5",False,
96,Cam,Sample,Active,6'3",False,
43,Andrew,Van Ginkel,Active,6'4",False,Questionable
84,Josh,Oliver,Active,6'5",False,
7,Byron,Murphy Jr.,Active,5'11",False,
66,Dalton,Risner,Active,6'5",False,
11,Brett,Rypien,Active,6'2",True,
89,Drew,Sample,Active,6'5",False,
87,T.J.,Hockenson,Active,6'5",False,
43,Joe,Giles-Harris,Practice Squad,6'2",True,
40,Sione,Takitaki,Practice Squad,6'1",False,
51,Blake,Cashman,Injured Reserve,6'1",False,Out
67,Justin,Skule,Active,6'6",False,Out
6,Jake,Browning,Active,6'2",True,
55,Logan,Wilson,Active,6'2",False,
20,K'Von,Wallace,Practice Squad,5'11",False,
22,Geno,Stone,Active,5'11",False,
44,Joshua,Metellus,Active,5'11",False,
58,Jonathan,Greenard,Active,6'3",False,
32,Ty,Chandler,Injured Reserve,5'11",False,Out
18,Justin,Jefferson,Active,6'1",False,
9,Joe,Burrow,Injured Reserve,6'4",False,Out
31,Cam,Akers,Active,5'10",False,
5,Tee,Higgins,Active,6'4",False,
92,Jonathan,Harris,Practice Squad,6'5",True,
69,Matt,Nelson,Injured Reserve,6'7",True,Out
69,Mike,Pennel,Active,6'4",True,
19,Adam,Thielen,Active,6'2",True,
42,Andrew,DePaola,Active,6'1",True,
22,Harrison,Smith,Active,6'2",False,Questionable
78,Ryan,Kelly,Active,6'4",False,Out
11,Carson,Wentz,Active,6'5",False,
64,Ted,Karras,Active,6'4",False,
81,Nick,Vannett,Active,6'5",False,
97,Javon,Hargrave,Active,6'2",False,
30,C.J.,Ham,Injured Reserve,5'11",True,Out
93,Jonathan,Allen,Active,6'3",False,
62,Lucas,Patrick,Injured Reserve,6'3",True,Out
23,Fabian,Moreau,Practice Squad,6'0",False,
34,Samaje,Perine,Active,5'11",False,
