Number,FantasyPosition,PlayerSeasonID,AuctionValue,AuctionValuePPR
57,LB,991333307,,
14,DB,991333308,,
14,DB,991311289,,
26,DB,991311290,,
26,DB,991333309,,
53,DL,991333310,,
53,DL,991311291,,
37,DB,991311292,,
21,RB,991311293,,
9,WR,991311294,,
9,WR,991333311,,
66,OL,991333312,,
66,OL,991311295,,
64,OL,991311296,,
58,DL,991311297,,
58,DL,991333313,,
76,OL,991311298,,
42,RB,991311299,,
40,RB,991333314,,
40,RB,991311300,,
86,TE,991311301,,
86,TE,991333315,,
83,WR,991311302,,
91,DL,991311303,,
85,TE,991311304,,
49,TE,991311305,,
17,K,991333316,,
17,K,991311306,,
56,OL,991333317,,
56,OL,991311307,,
60,OL,991311308,,
60,OL,991333318,,
10,QB,991333319,,
10,QB,991311309,,
19,WR,991333320,,
19,WR,991311310,,
89,TE,991311311,,
89,TE,991333321,,
94,DL,991333322,,
94,DL,991311312,,
76,OL,991333323,,
21,DB,991311313,,
35,LB,991333324,,
35,LB,991311314,,
71,OL,991311315,,
71,OL,991333325,,
27,DB,991333326,,
95,DL,991311316,,
6,WR,991311317,,
37,RB,991311318,,
52,OL,991333327,,
52,OL,991311319,,
23,RB,991333328,,
34,RB,991311320,,
50,LB,991311321,,
50,LB,991333329,,
41,DL,991333330,,
41,DL,991311322,,
7,WR,991311323,,
38,DB,991311324,,
69,OL,991333331,,
69,OL,991311325,,
93,DL,991311326,,
93,DL,991333332,,
92,DL,991311327,,
45,TE,991311328,,
39,DB,991311329,,
48,DB,991311330,,
48,DB,991343063,,
25,DB,991333333,,
55,LB,991311331,,
46,TE,991311332,,
36,DB,991311333,,
20,RB,991313637,,
49,LB,991338779,,
49,LB,991313638,,
3,K,991313639,,
3,K,991338780,,
72,OL,991338781,,
72,OL,991313640,,
1,TE,991338782,,
1,TE,991313641,,
93,DL,991313642,,
93,DL,991338783,,
14,WR,991313643,,
14,WR,991338784,,
69,OL,991338785,,
69,OL,991313644,,
98,DL,991338786,,
98,DL,991313645,,
5,WR,991313646,,
5,WR,991338787,,
99,DL,991338788,,
99,DL,991313647,,
57,LB,991313648,,
57,LB,991338789,,
74,OL,991313649,,
74,OL,991338790,,
8,QB,991338791,,
8,QB,991313650,,
6,DB,991338792,,
6,DB,991313651,,
48,LS,991338793,,
48,LS,991313652,,
27,RB,991313653,,
27,RB,991338794,,
82,TE,991338795,,
82,TE,991313654,,
4,QB,991313655,,
4,QB,991338796,,
97,DL,991313656,,
22,DB,991313657,,
22,DB,991338797,,
40,LB,991338798,,
40,LB,991313658,,
79,OL,991313659,,
79,OL,991338799,,
76,OL,991313660,,
42,DB,991313661,,
2,DB,991313662,,
2,DB,991338800,,
0,LB,991338801,,
0,LB,991313663,,
46,LB,991313664,,
50,LB,991343064,,
78,OL,991313665,,
9,DB,991313666,,
9,DB,991338802,,
77,OL,991338803,,
77,OL,991313667,,
26,DB,991313668,,
26,DB,991338804,,
46,RB,991338805,,
46,RB,991326750,,
62,DL,991313768,,
83,WR,991313669,,
19,WR,991338806,,
19,WR,991313670,,
28,RB,991313671,,
28,RB,991338807,,
15,LB,991313672,,
15,LB,991338808,,
29,DB,991313673,,
29,DB,991338809,,
21,DB,991338810,,
21,DB,991313674,,
27,DB,991313675,,
60,OL,991338811,,
60,OL,991313676,,
94,DL,991313677,,
94,DL,991338812,,
96,DL,991338813,,
96,DL,991313678,,
32,DB,991313679,,
91,DL,991313680,,
85,TE,991338814,,
85,TE,991313681,,
54,OL,991338815,,
54,OL,991313682,,
41,LB,991313683,,
34,DB,991313684,,
34,DB,991338816,,
38,RB,991338817,,
38,RB,991313685,,
87,WR,991320993,,
53,LB,991313686,,
35,DB,991313687,,
63,OL,991313688,,
63,OL,991338818,,
59,LB,991313689,,
45,TE,991313690,,
45,TE,991338819,,
43,DB,991313691,,
86,TE,991339338,,
52,LB,991313692,,
52,LB,991338820,,
23,RB,991313693,,
11,WR,991313694,,
11,WR,991338821,,
25,RB,991313695,,
10,QB,991313696,,
10,QB,991338822,,
73,OL,991338823,,
73,OL,991313698,,
31,DB,991313699,,
31,DB,991338824,,
66,OL,991313700,,
45,DB,991320994,,
90,DL,991313701,,
56,LB,991313702,,
56,LB,991338825,,
36,DB,991313703,,
92,LB,991313704,,
92,LB,991338826,,
81,WR,991313705,,
37,RB,991313706,,
12,RB,991338827,,
86,TE,991313707,,
13,WR,991313708,,
13,WR,991338828,,
12,DB,991313709,,
23,DB,991338829,,
16,P,991338830,,
16,P,991313710,,
95,DL,991313711,,
95,DL,991338831,,
47,LB,991338832,,
47,LB,991313712,,
51,LB,991338833,,
51,LB,991313713,,
64,OL,991313714,,
71,OL,991313715,,
84,TE,991313716,,
80,WR,991313717,,
89,WR,991313718,,
50,LB,991313719,,
33,DB,991313720,,
70,OL,991313721,,
68,OL,991313722,,
39,DB,991313723,,
75,DL,991313724,,
55,LB,991313725,,
39,WR,991313726,,
16,QB,991301742,,
16,QB,991338219,,
68,OL,991307050,,
68,OL,991338220,,
60,OL,991338221,,
60,OL,991301743,,
98,DL,991338222,,
98,DL,991301744,,
11,WR,991338223,,
11,WR,991301745,,
52,LB,991301746,,
52,LB,991338224,,
34,LB,991301747,,
34,LB,991338225,,
95,DL,991338226,,
95,DL,991301748,,
96,DL,991338227,,
96,DL,991301749,,
12,WR,991301750,,
70,OL,991301751,,
92,DL,991301752,,
92,DL,991338228,,
29,DB,991301753,,
29,DB,991338229,,
4,DB,991301754,,
4,DB,991338230,,
72,OL,991301755,,
8,QB,991338231,,
8,QB,991301756,,
47,LB,991301757,,
5,RB,991338232,,
5,RB,991301758,,
23,DB,991301759,,
23,DB,991338233,,
86,WR,991301760,,
3,P,991301761,,
3,P,991338234,,
41,LB,991338235,,
41,LB,991301762,,
85,WR,991301763,,
13,RB,991301764,,
13,RB,991338236,,
76,DL,991301765,,
2,DB,991338237,,
76,OL,991307051,,
67,OL,991301766,,
52,OL,991301767,,
21,DB,991301768,,
21,DB,991338238,,
30,DB,991338239,,
30,DB,991326239,,
66,DL,991301769,,
77,OL,991319042,,
40,DB,991307052,,
88,TE,991301770,,
14,WR,991338240,,
14,WR,991301771,,
10,WR,991301772,,
36,RB,991319043,,
58,OL,991338241,,
58,OL,991301773,,
74,OL,991338242,,
74,OL,991301774,,
55,LB,991338243,,
55,LB,991301775,,
15,LB,991301776,,
15,LB,991338244,,
45,LB,991343065,,
51,DL,991338245,,
51,DL,991301777,,
89,TE,991301778,,
89,TE,991338246,,
17,DB,991301779,,
84,TE,991338247,,
84,TE,991301780,,
87,TE,991338248,,
87,TE,991301781,,
0,RB,991338249,,
0,RB,991301782,,
1,WR,991338250,,
1,WR,991301783,,
97,DL,991301784,,
97,DL,991338251,,
31,DB,991301785,,
31,DB,991338252,,
62,OL,991301786,,
25,DB,991307966,,
46,LB,991338253,,
46,LB,991301787,,
2,QB,991301788,,
32,DB,991338254,,
32,DB,991301789,,
50,DL,991301790,,
78,DL,991338255,,
48,RB,991301791,,
25,RB,991338256,,
36,DB,991301792,,
99,DL,991338257,,
99,DL,991301793,,
75,OL,991301794,,
39,K,991338258,,
39,K,991301795,,
38,DB,991301796,,
53,LB,991338259,,
53,LB,991301797,,
90,DL,991301798,,
90,DL,991338260,,
94,DL,991338261,,
94,DL,991326240,,
33,RB,991301799,,
33,RB,991338262,,
6,DB,991338263,,
6,DB,991301800,,
9,DB,991301801,,
65,OL,991301802,,
65,OL,991338264,,
73,OL,991301803,,
73,OL,991338265,,
19,WR,991301804,,
19,WR,991338266,,
42,RB,991301805,,
59,OL,991301806,,
59,OL,991338267,,
12,DB,991338268,,
78,OL,991319044,,
43,TE,991307053,,
45,DL,991301807,,
43,LB,991301808,,
49,LS,991301809,,
49,LS,991338269,,
57,DL,991301810,,
26,DB,991301811,,
24,DB,991301812,,
42,DB,991307054,,
80,WR,991301813,,
69,OL,991301814,,
69,OL,991338270,,
18,WR,991301815,,
18,WR,991338271,,
61,DL,991301816,,
91,DL,991338272,,
91,DL,991301817,,
28,DB,991301818,,
83,WR,991301819,,
63,OL,991301820,,
25,RB,991301821,,
64,DL,991301822,,
40,TE,991301823,,
27,DB,991301824,,
35,DB,991301825,,
41,TE,991319045,,
17,K,991338273,,
17,K,991312870,,
97,DL,991312871,,
52,DL,991338274,,
52,DL,991312872,,
6,WR,991312873,,
8,RB,991312874,,
8,RB,991338275,,
74,OL,991338276,,
74,OL,991312875,,
35,DB,991312876,,
25,DB,991312877,,
25,DB,991338277,,
42,LS,991338278,,
42,LS,991312878,,
10,QB,991338279,,
10,QB,991312879,,
29,DB,991338280,,
29,DB,991312880,,
28,LB,991312881,,
54,LB,991312882,,
17,WR,991305808,,
1,DL,991338281,,
65,OL,991338282,,
65,OL,991312883,,
64,OL,991312884,,
58,LB,991338283,,
58,LB,991312885,,
21,DB,991312886,,
21,DB,991338284,,
31,LB,991338285,,
39,DB,991338286,,
39,DB,991312887,,
47,DB,991312888,,
2,QB,991338287,,
2,QB,991312889,,
84,WR,991312890,,
87,WR,991312891,,
87,WR,991338288,,
44,RB,991319028,,
30,RB,991312892,,
30,RB,991338289,,
32,RB,991312893,,
11,WR,991312894,,
11,WR,991338290,,
13,WR,991338291,,
13,WR,991312895,,
63,OL,991338292,,
63,OL,991312896,,
75,OL,991312897,,
75,OL,991338293,,
95,DL,991338294,,
95,DL,991312898,,
55,DL,991312899,,
55,DL,991338295,,
9,WR,991327112,,
70,OL,991338296,,
68,OL,991312900,,
7,LB,991312901,,
7,LB,991338297,,
16,DB,991338298,,
16,DB,991312902,,
50,OL,991312903,,
50,OL,991338299,,
86,TE,991338300,,
86,TE,991312904,,
19,P,991312905,,
19,P,991338301,,
53,DL,991312906,,
96,DL,991312907,,
96,DL,991338302,,
85,TE,991338303,,
85,TE,991312908,,
88,TE,991312909,,
88,TE,991338304,,
23,RB,991312910,,
90,DL,991338305,,
90,DL,991312911,,
24,DB,991312912,,
24,DB,991338306,,
94,DL,991338307,,
94,DL,991312913,,
31,RB,991312914,,
23,RB,991338308,,
18,WR,991338309,,
18,WR,991312915,,
57,DL,991312916,,
57,DL,991338310,,
16,QB,991312917,,
76,OL,991312918,,
89,TE,991338311,,
89,TE,991312919,,
49,DL,991312920,,
43,TE,991312921,,
20,DB,991338312,,
20,DB,991312922,,
34,DB,991312923,,
77,OL,991312924,,
77,OL,991338313,,
56,LB,991338314,,
56,LB,991312925,,
33,DB,991312926,,
33,DB,991338315,,
38,DB,991327113,,
27,DB,991312927,,
27,DB,991338316,,
36,DB,991338317,,
36,DB,991312928,,
59,LB,991338318,,
59,LB,991312929,,
60,DL,991312930,,
62,OL,991312931,,
40,DB,991312932,,
67,OL,991312933,,
67,OL,991338319,,
98,DL,991312934,,
48,TE,991312935,,
81,WR,991312936,,
22,WR,991312937,,
0,WR,991338320,,
82,WR,991312938,,
19,QB,991312939,,
80,WR,991312940,,
83,WR,991338321,,
83,WR,991312941,,
99,DL,991312942,,
99,DL,991338322,,
48,LB,991312943,,
91,DL,991312944,,
91,DL,991338323,,
71,OL,991338324,,
71,OL,991312945,,
93,DL,991312946,,
93,DL,991338325,,
35,RB,991312947,,
26,DB,991312948,,
26,DB,991338326,,
72,OL,991340887,,
72,OL,991312949,,
46,RB,991312950,,
37,DB,991312951,,
60,OL,991312952,,
46,DB,991312953,,
61,OL,991312954,,
69,DL,991327114,,
51,LB,991312956,,
41,K,991312957,,
20,DB,991338327,,
75,OL,991338328,,
75,OL,991309861,,
97,DL,991309862,,
97,DL,991338329,,
55,DL,991338330,,
55,DL,991309863,,
90,DL,991338331,,
90,DL,991309864,,
26,DB,991318347,,
15,K,991309865,,
15,K,991338332,,
74,OL,991338333,,
74,OL,991309866,,
95,DL,991318348,,
95,DL,991338334,,
68,OL,991318349,,
22,DB,991309867,,
33,RB,991309868,,
33,RB,991338335,,
21,RB,991338336,,
21,RB,991309869,,
13,WR,991309870,,
13,WR,991338337,,
29,DB,991338338,,
29,DB,991309871,,
86,TE,991309872,,
86,TE,991338339,,
84,WR,991338340,,
84,WR,991309873,,
91,DL,991318350,,
91,DL,991338341,,
98,DL,991338342,,
98,DL,991309874,,
11,DB,991338343,,
11,DB,991309875,,
17,WR,991309876,,
17,WR,991338344,,
8,DB,991338345,,
23,DB,991309877,,
71,OL,991309878,,
71,OL,991338346,,
83,TE,991309879,,
43,RB,991309880,,
43,RB,991338347,,
15,WR,991326236,,
45,LB,991309881,,
45,LB,991338348,,
37,DB,991309882,,
0,LB,991309883,,
0,LB,991338349,,
14,WR,991309884,,
12,WR,991338350,,
12,WR,991309885,,
88,TE,991305360,,
88,TE,991344019,,
49,TE,991309886,,
26,RB,991309887,,
52,DL,991309888,,
52,DL,991338351,,
90,DL,991309889,,
49,LS,991326237,,
41,DB,991309890,,
27,DB,991309891,,
94,DL,991309892,,
6,P,991309893,,
6,P,991338352,,
10,QB,991338353,,
10,QB,991309894,,
9,TE,991309895,,
,TE,991318351,,
11,WR,991326238,,
72,DL,991338354,,
72,DL,991309896,,
32,LB,991309897,,
16,QB,991309899,,
31,RB,991309900,,
31,RB,991338355,,
7,QB,991338356,,
7,QB,991309901,,
24,DB,991338357,,
24,DB,991309902,,
48,LB,991338358,,
48,LB,991309903,,
69,OL,991309904,,
69,OL,991338359,,
5,DB,991338360,,
5,DB,991309905,,
76,OL,991309906,,
78,OL,991309907,,
35,LB,991309908,,
35,LB,991338361,,
64,DL,991309909,,
25,DB,991309910,,
51,DL,991338362,,
51,DL,991309911,,
39,LB,991309912,,
39,LB,991338363,,
54,OL,991338364,,
54,OL,991309913,,
60,OL,991338365,,
60,OL,991309914,,
92,DL,991338366,,
92,DL,991309915,,
19,WR,991309916,,
19,WR,991338367,,
70,OL,991338368,,
70,OL,991309917,,
72,OL,991309918,,
2,DB,991338369,,
2,DB,991309919,,
4,DB,991309920,,
4,DB,991338370,,
57,OL,991338371,,
57,OL,991309921,,
87,TE,991309922,,
87,TE,991338372,,
22,RB,991309923,,
73,OL,991309924,,
50,DL,991309925,,
56,LB,991338373,,
56,LB,991309926,,
44,RB,991338374,,
44,RB,991309927,,
89,WR,991309928,,
42,TE,991309929,,
14,WR,991338375,,
82,WR,991309930,,
27,RB,991309931,,
27,RB,991338376,,
85,WR,991309932,,
79,OL,991309933,,
79,OL,991338377,,
34,DB,991309934,,
18,QB,991309935,,
18,QB,991338378,,
81,WR,991338379,,
81,WR,991309936,,
46,LB,991309937,,
30,DB,991309938,,
22,DB,991338380,,
53,DL,991309939,,
65,OL,991309940,,
40,LS,991338381,,
40,LS,991309941,,
47,LB,991309942,,
13,WR,991304725,,
99,DL,991335031,,
99,DL,991304726,,
37,DB,991326742,,
4,DB,991335032,,
46,LS,991304727,,
46,LS,991335033,,
81,TE,991304728,,
81,TE,991335034,,
90,DL,991304729,,
90,DL,991335035,,
52,DL,991335036,,
52,DL,991304730,,
8,P,991304731,,
8,P,991335037,,
69,DL,991304732,,
23,DB,991304733,,
23,DB,991335038,,
56,OL,991335039,,
56,OL,991304734,,
72,OL,991335040,,
72,OL,991304735,,
94,DL,991304736,,
94,DL,991335041,,
44,LB,991304737,,
44,LB,991335042,,
38,DB,991343066,,
38,DB,991304738,,
7,DB,991304739,,
7,DB,991335043,,
17,QB,991304741,,
17,QB,991335044,,
34,DB,991304742,,
16,WR,991304743,,
16,WR,991335045,,
2,WR,991304744,,
28,RB,991335046,,
28,RB,991304745,,
11,WR,991335047,,
11,WR,991304746,,
49,TE,991304747,,
36,RB,991304748,,
48,LB,991335048,,
48,LB,991304749,,
54,LB,991304750,,
63,OL,991335049,,
63,OL,991304751,,
92,DL,991335050,,
92,DL,991304752,,
26,RB,991304753,,
51,DL,991304754,,
51,DL,991335051,,
0,DB,991304755,,
0,DB,991335052,,
59,LB,991335053,,
59,LB,991304756,,
86,TE,991335054,,
86,TE,991304757,,
14,WR,991335055,,
14,WR,991304758,,
20,DB,991304759,,
20,DB,991335056,,
67,OL,991335057,,
67,OL,991304760,,
31,RB,991335058,,
31,RB,991304761,,
79,OL,991335059,,
79,OL,991304762,,
55,LB,991335060,,
80,TE,991304763,,
98,DL,991335061,,
98,DL,991304764,,
33,DB,991304765,,
85,TE,991304766,,
85,TE,991335062,,
25,DB,991335063,,
25,DB,991304767,,
50,LB,991304768,,
50,LB,991335064,,
66,OL,991304769,,
62,OL,991304770,,
73,OL,991304771,,
5,QB,991335065,,
5,QB,991304772,,
1,WR,991304773,,
1,WR,991335066,,
40,DB,991304774,,
40,DB,991335067,,
32,DB,991304775,,
32,DB,991335068,,
29,DB,991304776,,
95,DL,991304777,,
95,DL,991335069,,
55,DL,991304778,,
29,DB,991335070,,
47,LB,991304779,,
58,LB,991304780,,
58,LB,991335071,,
96,DL,991319029,,
74,DL,991304781,,
9,WR,991304782,,
10,WR,991304783,,
10,WR,991335072,,
15,QB,991335073,,
15,QB,991304784,,
97,DL,991304785,,
97,DL,991335074,,
91,DL,991335075,,
91,DL,991304786,,
12,QB,991304787,,
6,WR,991335076,,
6,WR,991304788,,
60,OL,991304789,,
60,OL,991335077,,
57,LB,991304790,,
71,OL,991335078,,
71,OL,991304791,,
3,K,991335079,,
3,K,991304792,,
71,OL,991319030,,
68,OL,991304793,,
68,OL,991335080,,
39,DB,991304794,,
84,TE,991335081,,
84,TE,991304795,,
3,WR,991304796,,
21,RB,991304797,,
21,RB,991335082,,
37,RB,991335083,,
37,RB,991304798,,
30,DB,991304799,,
27,DB,991304800,,
75,OL,991335084,,
75,OL,991304801,,
93,DL,991304802,,
42,RB,991319031,,
36,DB,991319032,,
65,OL,991304803,,
43,WR,991304804,,
41,RB,991319033,,
53,LB,991304805,,
78,DL,991304806,,
8,WR,991304807,,
64,OL,991304808,,
61,DL,991304809,,
48,K,991304810,,
4,WR,991304811,,
45,TE,991304812,,
41,DB,991304813,,
35,DB,991304814,,
35,DB,991335085,,
,DB,991304815,,
43,DB,991304816,,
47,LB,991326743,,
49,LB,991326744,,
91,DL,991337566,,
91,DL,991311515,,
90,DL,991311516,,
90,DL,991337567,,
29,DB,991311517,,
29,DB,991337568,,
99,DL,991337569,,
69,DL,991311518,,
98,DL,991337570,,
58,DL,991311519,,
2,DB,991311520,,
2,DB,991337571,,
86,TE,991337572,,
86,TE,991311521,,
17,WR,991337573,,
14,QB,991311522,,
14,QB,991337574,,
23,LB,991337575,,
23,LB,991311523,,
9,P,991311524,,
9,P,991337576,,
47,LB,991337577,,
57,LB,991311525,,
18,QB,991311526,,
41,DL,991311527,,
41,DL,991337578,,
55,OL,991337579,,
55,OL,991311528,,
74,OL,991311529,,
96,DL,991337580,,
68,DL,991315510,,
6,DB,991337581,,
6,DB,991311530,,
65,OL,991311531,,
65,OL,991337582,,
83,WR,991311532,,
42,DB,991311533,,
42,DB,991337583,,
1,RB,991311534,,
1,RB,991337584,,
52,DL,991311535,,
52,DL,991337585,,
20,DB,991311536,,
78,OL,991311537,,
76,OL,991311538,,
76,OL,991337586,,
46,LS,991337587,,
46,LS,991311539,,
16,QB,991337588,,
16,QB,991311540,,
84,TE,991311541,,
84,TE,991337589,,
80,TE,991343067,,
45,TE,991311542,,
5,WR,991311543,,
5,WR,991337590,,
3,DB,991311544,,
3,DB,991337591,,
70,OL,991337592,,
70,OL,991311545,,
73,OL,991337593,,
73,OL,991311546,,
72,OL,991337594,,
72,OL,991311547,,
34,DB,991311548,,
81,WR,991311549,,
4,RB,991311550,,
44,DL,991311551,,
44,DL,991337596,,
34,RB,991327811,,
0,LB,991337597,,
0,LB,991311552,,
48,LB,991311553,,
30,DB,991311555,,
30,DB,991337598,,
26,DB,991337599,,
26,DB,991311556,,
11,WR,991337600,,
11,WR,991311557,,
77,OL,991337601,,
77,OL,991311558,,
85,TE,991311559,,
85,TE,991337602,,
51,LB,991311560,,
51,LB,991337603,,
93,DL,991311561,,
56,LB,991337604,,
56,LB,991311562,,
21,DB,991337605,,
21,DB,991311563,,
66,OL,991311564,,
66,OL,991337606,,
79,OL,991327812,,
7,WR,991337607,,
7,WR,991311565,,
94,DL,991337608,,
94,DL,991321368,,
39,K,991311566,,
39,K,991337609,,
32,RB,991338422,,
24,DB,991311567,,
22,DB,991311568,,
22,DB,991337610,,
98,DL,991311569,,
59,DL,991311570,,
62,OL,991311571,,
80,WR,991311572,,
31,DB,991321369,,
49,TE,991311573,,
33,RB,991311574,,
33,RB,991337611,,
38,RB,991311575,,
36,RB,991337612,,
36,RB,991311576,,
64,OL,991311577,,
64,OL,991337613,,
12,WR,991337614,,
12,WR,991311578,,
19,QB,991311579,,
54,LB,991337615,,
54,LB,991311580,,
27,DB,991311581,,
37,DB,991311582,,
53,LB,991311583,,
25,DB,991337616,,
25,DB,991311584,,
96,DL,991311585,,
60,OL,991311586,,
60,OL,991337617,,
97,DL,991311587,,
17,WR,991311588,,
92,DL,991311589,,
92,DL,991337618,,
15,WR,991311590,,
99,DL,991311591,,
50,LB,991311592,,
43,TE,991311593,,
95,DL,991311594,,
95,DL,991337619,,
47,TE,991311595,,
67,DL,991311596,,
10,WR,991311597,,
32,DB,991311598,,
35,DB,991311599,,
40,DB,991311600,,
61,OL,991311601,,
88,WR,991311602,,
13,WR,991311603,,
87,TE,991333736,,
87,TE,991312958,,
41,LS,991312959,,
41,LS,991333737,,
69,DL,991312960,,
26,DB,991312961,,
95,DL,991312962,,
95,DL,991333738,,
9,WR,991333739,,
9,WR,991312963,,
15,QB,991312964,,
15,QB,991333740,,
29,RB,991333741,,
29,RB,991312965,,
7,K,991333742,,
7,K,991312966,,
85,TE,991333743,,
85,TE,991312967,,
92,DL,991333744,,
34,DB,991312968,,
17,QB,991312969,,
17,QB,991333745,,
90,DL,991333746,,
90,DL,991312970,,
74,OL,991333747,,
74,OL,991312971,,
99,DL,991312972,,
99,DL,991333748,,
23,LB,991333749,,
23,LB,991312973,,
5,WR,991312974,,
5,WR,991333750,,
83,TE,991333751,,
83,TE,991312975,,
8,DB,991333752,,
8,DB,991312976,,
51,DL,991312977,,
51,DL,991333753,,
48,LB,991312978,,
25,RB,991333754,,
25,RB,991312979,,
32,LB,991333755,,
32,LB,991312980,,
96,DL,991333756,,
92,DL,991312981,,
65,OL,991312982,,
65,OL,991333757,,
94,DL,991333758,,
94,DL,991312983,,
52,OL,991312984,,
52,OL,991333759,,
98,DL,991312985,,
77,OL,991312986,,
77,OL,991333760,,
56,DL,991333761,,
56,DL,991312988,,
14,QB,991312989,,
14,P,991312990,,
14,P,991333762,,
54,LB,991333763,,
54,LB,991312991,,
22,DB,991333764,,
22,DB,991312992,,
10,RB,991312993,,
10,RB,991333765,,
6,DB,991333766,,
6,DB,991312994,,
2,DB,991312995,,
2,DB,991333767,,
35,DB,991333768,,
35,DB,991312996,,
80,WR,991333769,,
2,WR,991312997,,
19,QB,991312998,,
13,DB,991312999,,
43,LB,991313000,,
43,LB,991333770,,
53,LB,991324803,,
66,OL,991313001,,
66,OL,991333771,,
91,DL,991313002,,
4,WR,991313003,,
64,OL,991333772,,
64,OL,991313004,,
27,DB,991333773,,
27,DB,991313005,,
44,LB,991313006,,
81,WR,991333774,,
81,WR,991313007,,
89,WR,991313008,,
89,WR,991333775,,
,DL,991313009,,
47,DB,991313010,,
72,OL,991313011,,
1,WR,991313012,,
1,WR,991333776,,
76,OL,991333777,,
76,OL,991313013,,
42,RB,991313014,,
21,DB,991333778,,
21,DB,991313015,,
39,RB,991317083,,
12,TE,991313016,,
12,TE,991333779,,
30,DB,991333780,,
30,DB,991313017,,
61,OL,991313018,,
96,DL,991313019,,
75,OL,991313020,,
60,OL,991313021,,
60,OL,991333781,,
45,TE,991313022,,
24,RB,991333782,,
30,RB,991313023,,
80,WR,991313024,,
11,WR,991313025,,
11,WR,991333783,,
84,WR,991313026,,
88,TE,991313027,,
71,OL,991333784,,
71,OL,991313028,,
31,LB,991333785,,
31,LB,991313029,,
55,DL,991333786,,
55,DL,991313030,,
97,DL,991313031,,
97,DL,991333787,,
20,DB,991333788,,
20,DB,991313032,,
79,OL,991313033,,
39,DB,991313034,,
13,WR,991313035,,
73,OL,991313036,,
93,DL,991313037,,
38,DB,991313038,,
38,DB,991343497,,
49,TE,991313039,,
40,DB,991313041,,
25,DB,991313042,,
50,LB,991313043,,
42,DB,991313044,,
82,WR,991313045,,
59,LB,991313046,,
59,LB,991333789,,
8,WR,991313047,,
68,OL,991313048,,
46,DB,991313049,,
57,DL,991317084,,
49,LB,991324804,,
47,LS,991301653,,
13,WR,991333790,,
13,WR,991315583,,
23,DB,991301654,,
23,DB,991344020,,
52,LB,991333791,,
52,LB,991301655,,
48,LB,991333792,,
48,LB,991301656,,
6,LB,991333793,,
6,LB,991301657,,
4,QB,991301658,,
41,LS,991333794,,
72,OL,991315584,,
3,DB,991301659,,
3,DB,991333795,,
26,DB,991333796,,
26,DB,991301660,,
31,RB,991301661,,
91,DL,991301662,,
91,DL,991333797,,
89,TE,991333798,,
89,TE,991301663,,
16,P,991301664,,
16,P,991333799,,
83,TE,991333800,,
83,TE,991301665,,
75,OL,991301666,,
75,OL,991333801,,
78,OL,991333802,,
78,OL,991301667,,
79,OL,991301668,,
79,OL,991333803,,
53,LB,991333804,,
53,LB,991328166,,
10,QB,991333805,,
10,QB,991301669,,
88,WR,991301670,,
22,RB,991333806,,
32,DB,991333807,,
32,DB,991301671,,
43,LB,991301672,,
43,LB,991333808,,
73,OL,991333809,,
73,OL,991301673,,
37,DB,991320825,,
90,DL,991333810,,
90,DL,991301674,,
5,QB,991301675,,
5,QB,991333811,,
34,RB,991301676,,
87,WR,991301677,,
70,OL,991301678,,
24,DB,991301679,,
24,DB,991333812,,
96,DL,991333813,,
96,DL,991301680,,
2,DB,991301681,,
2,DB,991333814,,
67,OL,991333815,,
7,QB,991301682,,
28,RB,991333816,,
28,RB,991301683,,
77,OL,991301684,,
77,OL,991333817,,
68,OL,991333818,,
68,OL,991301685,,
93,DL,991301686,,
93,DL,991333819,,
74,OL,991333820,,
11,K,991333821,,
11,K,991301687,,
36,DB,991301688,,
36,DB,991333822,,
33,DB,991301689,,
56,LB,991301690,,
56,LB,991344021,,
98,DL,991301691,,
42,TE,991301692,,
42,TE,991333823,,
45,LB,991333824,,
45,LB,991301693,,
12,WR,991333825,,
12,WR,991301694,,
1,WR,991333826,,
1,WR,991301695,,
0,LB,991333827,,
0,LB,991301696,,
60,DL,991315585,,
50,LB,991333828,,
50,LB,991301697,,
44,RB,991333829,,
44,RB,991301698,,
40,DB,991333830,,
40,DB,991301699,,
41,DB,991320826,,
76,OL,991301700,,
76,OL,991333831,,
25,LB,991301701,,
30,RB,991301702,,
15,WR,991301703,,
15,WR,991333832,,
82,WR,991301704,,
61,OL,991301705,,
29,DB,991333833,,
29,DB,991301706,,
92,DL,991333834,,
92,DL,991301707,,
20,DB,991333835,,
20,DB,991301708,,
49,TE,991315586,,
27,WR,991301710,,
39,WR,991301711,,
57,LB,991301712,,
38,LB,991301713,,
86,TE,991301714,,
86,TE,991333836,,
9,WR,991333837,,
9,WR,991301715,,
8,RB,991301716,,
8,RB,991333838,,
84,WR,991333839,,
84,WR,991301717,,
35,RB,991301718,,
54,LB,991301719,,
54,LB,991333840,,
27,DB,991333841,,
27,DB,991301720,,
99,DL,991301721,,
99,DL,991333842,,
71,OL,991301722,,
49,TE,991301723,,
31,DB,991301724,,
97,LB,991301725,,
37,WR,991301726,,
46,DB,991301727,,
46,DB,991333843,,
94,DL,991301728,,
69,DL,991301729,,
59,LB,991301730,,
62,OL,991301731,,
35,DB,991301732,,
63,OL,991301733,,
41,TE,991301734,,
37,DB,991301735,,
49,DB,991301736,,
39,DB,991301737,,
65,OL,991301738,,
58,LB,991301739,,
58,LB,991333844,,
38,WR,991301740,,
74,OL,991301741,,
9,QB,991338382,,
