Number,FantasyPosition,PlayerSeasonID,AuctionValue,AuctionValuePPR
9,QB,991311334,,
68,OL,991311335,,
68,OL,991338383,,
11,QB,991338384,,
11,QB,991311336,,
17,WR,991338385,,
17,WR,991311337,,
72,OL,991338386,,
72,OL,991311338,,
79,OL,991338387,,
79,OL,991311339,,
89,TE,991311340,,
89,TE,991338388,,
4,DB,991311341,,
4,DB,991338389,,
95,DL,991338390,,
95,DL,991311342,,
65,OL,991311343,,
65,OL,991338391,,
31,DB,991338392,,
31,DB,991311344,,
51,LB,991338393,,
51,LB,991311345,,
57,OL,991326745,,
84,TE,991311346,,
84,TE,991338394,,
52,DL,991338395,,
52,DL,991311347,,
3,DB,991311348,,
3,DB,991338396,,
27,DB,991311349,,
69,OL,991311350,,
69,OL,991338397,,
20,RB,991311351,,
5,WR,991338398,,
5,WR,991311352,,
40,LB,991311353,,
77,OL,991311354,,
77,OL,991338399,,
93,DL,991311355,,
23,RB,991311356,,
23,RB,991338400,,
10,WR,991311357,,
1,DB,991311358,,
53,LB,991311359,,
53,LB,991338401,,
14,DB,991338402,,
14,DB,991311360,,
37,DB,991311361,,
37,DB,991338403,,
61,OL,991311362,,
24,DB,991311363,,
96,LB,991311364,,
25,DB,991311365,,
1,DB,991338404,,
22,RB,991338405,,
22,RB,991311366,,
8,LB,991338406,,
8,LB,991311367,,
87,TE,991311368,,
87,TE,991338407,,
73,OL,991338408,,
73,OL,991311369,,
12,WR,991311370,,
12,WR,991338409,,
71,OL,991338410,,
71,OL,991311371,,
0,LB,991311372,,
0,LB,991338411,,
6,LB,991338412,,
6,LB,991311373,,
13,QB,991311374,,
13,QB,991338413,,
47,LS,991311375,,
47,LS,991338414,,
94,DL,991338415,,
94,DL,991311376,,
91,DL,991311377,,
91,DL,991338416,,
42,P,991338417,,
42,P,991311378,,
54,OL,991326746,,
34,DB,991311379,,
19,WR,991311380,,
19,WR,991338418,,
4,QB,991311381,,
27,RB,991338419,,
35,RB,991311382,,
15,WR,991311383,,
15,WR,991338420,,
6,WR,991311384,,
26,DB,991311385,,
26,DB,991338421,,
32,RB,991311386,,
16,K,991338423,,
16,K,991311387,,
30,DB,991338424,,
30,DB,991311388,,
44,LB,991311389,,
88,WR,991311390,,
88,WR,991338425,,
55,DL,991338426,,
55,DL,991311391,,
90,DL,991311392,,
90,DL,991338427,,
70,OL,991311393,,
50,OL,991311394,,
50,OL,991338428,,
63,OL,991311395,,
49,TE,991301709,,
48,LB,991338429,,
48,LB,991311396,,
67,OL,991311397,,
67,OL,991338430,,
2,DB,991338431,,
2,DB,991311398,,
33,DB,991311399,,
21,DB,991311400,,
58,LB,991311401,,
18,TE,991338432,,
18,TE,991311402,,
54,LB,991311403,,
41,LB,991311404,,
10,LB,991338433,,
57,DL,991311405,,
57,DL,991338434,,
56,LB,991338435,,
56,LB,991311406,,
62,OL,991311407,,
82,WR,991311408,,
98,DL,991311409,,
59,LB,991311410,,
60,OL,991311411,,
66,OL,991311412,,
45,LB,991311413,,
81,WR,991311414,,
43,DB,991311415,,
36,RB,991311416,,
64,OL,991311417,,
86,WR,991311418,,
39,DB,991311419,,
97,DL,991311420,,
83,TE,991311421,,
46,TE,991311422,,
92,DL,991311423,,
7,QB,991305782,,
7,QB,991335888,,
13,WR,991305783,,
31,RB,991305784,,
31,RB,991335889,,
54,LB,991305785,,
52,LB,991335890,,
52,LB,991305786,,
33,LB,991335891,,
33,DB,991305787,,
69,DL,991335892,,
69,DL,991305788,,
74,OL,991305789,,
74,OL,991335893,,
28,DB,991335894,,
48,DB,991319948,,
65,OL,991335895,,
65,OL,991305790,,
80,TE,991305791,,
80,TE,991335896,,
8,K,991305792,,
8,K,991335897,,
32,DB,991305793,,
16,WR,991335898,,
16,WR,991305794,,
57,LB,991335899,,
57,LB,991305795,,
45,LB,991335900,,
45,LB,991305796,,
98,DL,991335901,,
98,DL,991305797,,
81,WR,991335902,,
81,WR,991305798,,
50,LS,991305799,,
50,LS,991335903,,
6,P,991335904,,
6,P,991305800,,
17,WR,991305801,,
15,WR,991319949,,
86,TE,991305802,,
11,DB,991335905,,
11,DB,991305803,,
30,DB,991335906,,
30,DB,991305804,,
95,DL,991305805,,
95,DL,991335907,,
15,QB,991335908,,
3,RB,991335909,,
3,RB,991305806,,
83,WR,991305807,,
22,DB,991335910,,
22,DB,991305809,,
49,DL,991305810,,
49,DL,991335911,,
70,OL,991335912,,
51,DL,991335913,,
51,DL,991305811,,
61,OL,991305812,,
61,OL,991335914,,
87,TE,991305813,,
87,TE,991335915,,
28,RB,991305814,,
93,DL,991305815,,
66,OL,991305816,,
66,OL,991335916,,
40,DB,991305817,,
77,OL,991305818,,
47,DL,991305819,,
99,DL,991335917,,
27,DB,991305820,,
27,DB,991335918,,
20,DB,991305821,,
20,DB,991335919,,
9,DL,991305822,,
9,DL,991335920,,
99,DL,991305823,,
1,WR,991305824,,
1,WR,991335921,,
36,DB,991335922,,
36,DB,991305825,,
88,WR,991305826,,
88,WR,991335923,,
12,QB,991305827,,
75,DL,991305828,,
29,DB,991335924,,
29,DB,991305829,,
78,OL,991305830,,
56,OL,991305831,,
4,WR,991305832,,
89,TE,991305833,,
89,TE,991335925,,
58,OL,991335926,,
58,OL,991305834,,
35,RB,991305835,,
23,RB,991305836,,
23,RB,991335927,,
72,OL,991305837,,
25,DB,991305838,,
25,DB,991335928,,
54,LB,991335929,,
44,LB,991335930,,
44,LB,991305839,,
71,OL,991305840,,
71,OL,991335931,,
43,LB,991305841,,
37,DB,991305842,,
96,DL,991335932,,
96,DL,991305843,,
34,DB,991305844,,
53,LB,991305845,,
67,OL,991335933,,
67,OL,991305846,,
90,DL,991305847,,
84,TE,991305848,,
2,RB,991305849,,
2,RB,991335934,,
18,WR,991305850,,
18,WR,991335935,,
26,DB,991305851,,
26,DB,991335936,,
10,WR,991335937,,
10,WR,991305852,,
55,LB,991335938,,
55,LB,991305853,,
97,DL,991335939,,
97,DL,991305854,,
59,DL,991305855,,
92,DL,991305856,,
92,DL,991335940,,
76,OL,991305857,,
76,OL,991335941,,
60,OL,991335942,,
60,OL,991305858,,
5,QB,991305859,,
46,TE,991305860,,
19,WR,991305861,,
42,LB,991305862,,
38,DB,991305863,,
70,OL,991305864,,
64,OL,991305865,,
39,DB,991305866,,
68,DL,991305867,,
41,DB,991305868,,
73,DL,991305869,,
79,OL,991305870,,
91,DL,991305871,,
85,WR,991305872,,
49,LS,991334976,,
67,LS,991314979,,
83,TE,991327813,,
83,TE,991334977,,
70,OL,991334978,,
62,OL,991314980,,
8,LB,991327814,,
8,LB,991334979,,
10,WR,991334980,,
10,WR,991314981,,
38,DB,991314982,,
26,DB,991334981,,
64,OL,991334982,,
64,OL,991314983,,
85,TE,991314984,,
29,DB,991314985,,
29,DB,991334983,,
2,LB,991334984,,
2,LB,991314986,,
78,OL,991334985,,
78,OL,991314987,,
38,DB,991343068,,
26,DB,991314988,,
7,K,991314989,,
92,DL,991314990,,
92,DL,991334986,,
16,RB,991319039,,
22,DB,991314991,,
22,DB,991334987,,
34,RB,991334988,,
98,DL,991314992,,
30,RB,991314993,,
30,RB,991334989,,
8,RB,991314994,,
14,DB,991314995,,
63,OL,991319040,,
16,P,991334990,,
16,P,991314996,,
56,LB,991314997,,
11,LB,991314998,,
25,LB,991334991,,
43,TE,991314999,,
1,QB,991315000,,
1,QB,991334992,,
18,WR,991334993,,
18,WR,991315001,,
86,WR,991315002,,
95,DL,991315003,,
95,DL,991334994,,
21,DB,991334995,,
21,DB,991315004,,
73,OL,991315005,,
73,OL,991334996,,
40,LB,991334997,,
40,LB,991315006,,
20,LB,991315007,,
20,LB,991334998,,
47,DB,991327815,,
55,OL,991334999,,
55,OL,991315008,,
0,QB,991315009,,
0,QB,991335000,,
82,WR,991335001,,
82,WR,991315010,,
17,WR,991315011,,
17,WR,991335002,,
15,LB,991335003,,
15,LB,991315012,,
79,OL,991315013,,
79,OL,991335004,,
3,LB,991335005,,
3,LB,991315014,,
76,OL,991315015,,
47,K,991335006,,
9,DB,991335007,,
9,DB,991315016,,
71,OL,991315017,,
71,OL,991335008,,
81,WR,991315018,,
84,WR,991315019,,
69,OL,991343069,,
41,LB,991315020,,
91,DL,991335009,,
91,DL,991315021,,
23,DB,991315022,,
23,DB,991335010,,
53,LB,991335011,,
53,LB,991315023,,
49,P,991315024,,
48,RB,991319041,,
80,TE,991315025,,
80,TE,991335012,,
97,DL,991315026,,
75,OL,991315027,,
77,OL,991315028,,
28,RB,991335013,,
28,RB,991315029,,
24,DB,991315030,,
32,DB,991335014,,
66,OL,991315031,,
89,TE,991335015,,
89,TE,991315032,,
57,LB,991315033,,
63,OL,991327816,,
27,DB,991315034,,
27,DB,991335016,,
5,RB,991335017,,
5,RB,991315035,,
44,LB,991335018,,
44,LB,991315036,,
52,OL,991335019,,
52,OL,991315037,,
6,WR,991335020,,
6,WR,991315038,,
32,DB,991315039,,
37,DB,991315040,,
50,LB,991315041,,
7,WR,991315042,,
84,WR,991335021,,
70,OL,991315043,,
36,DB,991315044,,
36,DB,991335022,,
59,LB,991315045,,
87,TE,991315046,,
34,DB,991315047,,
43,DB,991344851,,
42,LB,991315048,,
60,OL,991315049,,
19,WR,991315050,,
31,RB,991315051,,
31,RB,991335023,,
72,OL,991335024,,
72,OL,991315052,,
94,DL,991315053,,
94,DL,991335025,,
90,DL,991335026,,
90,DL,991315054,,
14,QB,991315055,,
14,QB,991335027,,
45,DB,991315056,,
11,DB,991335028,,
25,DB,991315057,,
51,LB,991315058,,
33,DB,991315059,,
33,DB,991335029,,
93,DL,991335030,,
93,DL,991315060,,
46,DB,991315061,,
35,DB,991315062,,
48,WR,991315063,,
88,WR,991315064,,
68,OL,991315065,,
65,OL,991315066,,
96,DL,991315067,,
22,DB,991309943,,
22,DB,991340618,,
19,WR,991340619,,
42,LS,991340620,,
42,LS,991309944,,
11,QB,991340621,,
78,OL,991340622,,
78,OL,991309945,,
97,DL,991340623,,
98,DL,991309946,,
45,TE,991309947,,
81,TE,991343498,,
30,RB,991309948,,
93,DL,991309949,,
93,DL,991340624,,
23,DB,991343499,,
33,RB,991340625,,
33,RB,991309950,,
55,LB,991309951,,
55,LB,991340626,,
75,OL,991340627,,
75,OL,991309952,,
37,DB,991340628,,
37,DB,991309954,,
87,TE,991340629,,
87,TE,991309955,,
7,DB,991309956,,
7,DB,991340630,,
84,TE,991340631,,
84,TE,991309957,,
11,QB,991309958,,
43,LB,991309959,,
43,LB,991340632,,
79,OL,991324449,,
51,LB,991340633,,
51,LB,991309960,,
67,OL,991309961,,
67,OL,991340634,,
69,OL,991309962,,
92,DL,991309963,,
18,WR,991309964,,
18,WR,991340635,,
49,TE,991309965,,
32,RB,991309966,,
32,RB,991340636,,
58,LB,991340637,,
58,LB,991309967,,
44,DB,991340638,,
44,DB,991309968,,
8,DB,991340639,,
21,DB,991309969,,
64,OL,991309970,,
64,OL,991340640,,
2,DB,991340641,,
2,DB,991309971,,
28,LB,991319037,,
4,WR,991309972,,
71,OL,991340642,,
71,OL,991309973,,
23,DB,991309974,,
76,OL,991309975,,
76,OL,991340643,,
14,WR,991340644,,
14,WR,991309976,,
3,WR,991309977,,
8,QB,991309978,,
27,RB,991340645,,
27,RB,991309980,,
1,WR,991309981,,
1,WR,991340646,,
26,DB,991340647,,
26,DB,991309982,,
17,P,991340648,,
17,P,991309983,,
72,OL,991309984,,
24,DB,991340649,,
24,DB,991309985,,
0,LB,991340650,,
0,LB,991309986,,
5,DB,991309987,,
61,DL,991309988,,
61,DL,991340651,,
39,DB,991309989,,
47,RB,991324450,,
95,DL,991309990,,
25,DB,991309991,,
89,WR,991309992,,
36,RB,991309993,,
36,RB,991340652,,
68,OL,991309994,,
81,WR,991309995,,
15,LB,991309996,,
15,LB,991340653,,
9,QB,991340654,,
9,QB,991309997,,
46,TE,991309998,,
16,K,991309999,,
16,K,991340655,,
6,DB,991340656,,
29,DB,991310000,,
59,LB,991310001,,
59,LB,991343500,,
73,OL,991340657,,
73,OL,991310002,,
65,OL,991340658,,
65,OL,991310003,,
50,DL,991310004,,
50,DL,991340659,,
82,WR,991310005,,
54,LB,991310006,,
98,LB,991340660,,
94,DL,991310007,,
20,DB,991310008,,
47,LB,991319038,,
13,WR,991340661,,
13,WR,991310009,,
83,WR,991310010,,
74,OL,991310011,,
74,OL,991340662,,
41,LB,991340663,,
41,LB,991310012,,
90,DL,991310013,,
90,DL,991340664,,
12,QB,991340665,,
12,QB,991310014,,
96,LB,991310015,,
60,OL,991340666,,
60,OL,991310016,,
62,OL,991310017,,
38,RB,991310018,,
48,TE,991310019,,
85,TE,991340667,,
34,DB,991310020,,
56,LB,991310021,,
56,LB,991340668,,
57,LB,991340669,,
57,LB,991310022,,
91,P,991310023,,
63,OL,991310024,,
19,WR,991310025,,
35,DB,991310026,,
85,WR,991310027,,
52,LB,991310028,,
40,DB,991310029,,
31,WR,991310030,,
4,WR,991340670,,
99,DL,991340671,,
99,DL,991310031,,
69,OL,991307143,,
66,OL,991310032,,
76,OL,991307998,,
76,OL,991335943,,
8,WR,991307999,,
8,WR,991335944,,
81,TE,991308000,,
81,TE,991335945,,
85,TE,991335946,,
85,TE,991308001,,
72,DL,991319034,,
5,DB,991308002,,
13,WR,991335947,,
13,WR,991308003,,
11,QB,991308004,,
11,QB,991335948,,
84,WR,991308005,,
2,LB,991335949,,
2,LB,991308006,,
7,DB,991308007,,
7,DB,991335950,,
14,LB,991308008,,
14,LB,991335951,,
48,LB,991308009,,
39,DB,991335952,,
65,OL,991335953,,
65,OL,991308010,,
22,DB,991308011,,
39,RB,991308012,,
4,RB,991335954,,
4,RB,991308013,,
44,LB,991335955,,
44,LB,991308014,,
33,LB,991308015,,
33,LB,991335956,,
23,DB,991335957,,
23,DB,991308016,,
21,DB,991335958,,
21,DB,991308017,,
71,OL,991308018,,
71,OL,991335959,,
38,RB,991335960,,
38,RB,991308019,,
90,DL,991335961,,
90,DL,991308020,,
97,DL,991335962,,
97,DL,991308021,,
95,DL,991335963,,
95,DL,991308022,,
45,LB,991308023,,
53,LB,991335964,,
53,LB,991308024,,
9,WR,991335965,,
9,WR,991308025,,
32,RB,991335966,,
32,RB,991308026,,
49,TE,991308027,,
69,OL,991308028,,
25,DB,991335967,,
25,DB,991308029,,
77,OL,991335968,,
77,OL,991308030,,
61,OL,991308031,,
59,OL,991308032,,
59,OL,991335969,,
55,OL,991308033,,
46,LB,991335970,,
37,K,991308034,,
41,DB,991335971,,
41,DB,991308035,,
51,LB,991308037,,
51,LB,991335972,,
98,DL,991308038,,
0,DB,991308039,,
0,DB,991335973,,
3,WR,991335974,,
3,WR,991308040,,
28,DB,991308041,,
28,DB,991335975,,
99,DL,991335976,,
99,DL,991308042,,
62,OL,991308043,,
17,P,991335977,,
17,P,991308044,,
15,LB,991335978,,
15,LB,991308045,,
94,DL,991335979,,
29,DB,991308046,,
16,QB,991335980,,
54,DL,991308047,,
75,OL,991308048,,
1,WR,991308049,,
10,QB,991335981,,
10,QB,991308050,,
6,WR,991308051,,
26,RB,991308052,,
88,TE,991308053,,
37,RB,991335982,,
87,TE,991308054,,
70,OL,991335983,,
70,OL,991308055,,
64,OL,991308056,,
22,RB,991323341,,
80,TE,991308057,,
83,WR,991308058,,
30,DB,991335984,,
30,DB,991308059,,
68,DL,991308060,,
96,DL,991308061,,
24,DB,991335985,,
24,DB,991308062,,
35,DB,991308063,,
22,DB,991335986,,
18,WR,991335987,,
18,WR,991308064,,
16,WR,991323342,,
86,WR,991308065,,
86,WR,991335988,,
82,TE,991308066,,
34,RB,991308067,,
66,OL,991335989,,
66,OL,991308068,,
58,OL,991335990,,
58,OL,991308069,,
92,DL,991335991,,
92,DL,991308070,,
36,K,991335992,,
36,K,991308071,,
43,LB,991308072,,
31,DB,991335993,,
31,DB,991308073,,
55,DL,991335994,,
93,DL,991308074,,
91,LB,991308075,,
91,LB,991335995,,
52,OL,991335996,,
52,OL,991308076,,
47,LS,991335997,,
47,LS,991308077,,
19,DB,991308078,,
19,DB,991343070,,
17,QB,991308079,,
29,WR,991308080,,
39,DB,991308081,,
37,DB,991308082,,
16,DB,991308083,,
42,LB,991308084,,
74,OL,991308085,,
55,DL,991312184,,
72,DL,991308086,,
63,OL,991308087,,
46,LB,991308088,,
30,RB,991319036,,
94,DL,991336051,,
94,DL,991315494,,
56,LB,991315495,,
56,LB,991336052,,
10,WR,991315496,,
10,WR,991336053,,
58,DL,991315497,,
98,DL,991336054,,
49,LS,991315498,,
49,LS,991336055,,
41,RB,991336056,,
41,RB,991315499,,
92,DL,991336057,,
92,DL,991315500,,
17,WR,991315501,,
21,DB,991315502,,
21,DB,991336058,,
93,DL,991336059,,
93,DL,991315503,,
27,DB,991315504,,
27,DB,991336060,,
11,WR,991315505,,
76,OL,991315506,,
48,DB,991315507,,
96,DL,991315508,,
96,DL,991336061,,
78,OL,991336062,,
78,OL,991315509,,
0,DB,991336063,,
0,DB,991315511,,
26,RB,991315512,,
83,TE,991315513,,
83,TE,991336064,,
14,WR,991315514,,
23,RB,991315515,,
24,DB,991315516,,
26,DB,991343071,,
51,OL,991336065,,
51,OL,991315517,,
66,OL,991315518,,
99,DL,991336066,,
99,DL,991315519,,
28,DB,991315520,,
28,DB,991336067,,
61,OL,991321370,,
54,DL,991315521,,
54,DL,991336068,,
12,WR,991315522,,
12,WR,991336069,,
88,TE,991336070,,
88,TE,991315523,,
67,OL,991315524,,
20,LB,991315525,,
20,LB,991336071,,
58,DL,991336072,,
98,DL,991315526,,
77,OL,991315527,,
77,OL,991336073,,
86,TE,991315528,,
2,QB,991336074,,
2,QB,991315529,,
6,QB,991315530,,
6,QB,991336075,,
3,QB,991315531,,
45,LB,991315532,,
70,OL,991315533,,
70,OL,991336076,,
1,DB,991315534,,
1,DB,991336077,,
52,LB,991315535,,
63,OL,991311554,,
79,OL,991336078,,
13,RB,991336079,,
13,RB,991315536,,
62,DL,991321371,,
95,DL,991315537,,
42,TE,991321372,,
22,WR,991315538,,
22,WR,991336080,,
81,WR,991315539,,
90,DL,991336081,,
90,DL,991315540,,
72,OL,991336082,,
17,WR,991336083,,
55,DL,991315541,,
5,RB,991315542,,
5,RB,991336084,,
25,DB,991336085,,
25,DB,991315543,,
65,DL,991321373,,
31,DB,991315544,,
31,DB,991336086,,
19,K,991336087,,
19,K,991315545,,
69,OL,991315546,,
4,DB,991315547,,
4,DB,991336088,,
75,OL,991336089,,
75,OL,991315548,,
16,WR,991315549,,
14,WR,991336090,,
14,WR,991313697,,
72,OL,991315550,,
53,LB,991336091,,
53,LB,991315551,,
39,K,991315552,,
85,TE,991315553,,
89,WR,991315554,,
97,DL,991315555,,
97,DL,991336092,,
60,OL,991315556,,
15,WR,991315557,,
15,WR,991336093,,
36,DB,991315558,,
44,LB,991315559,,
44,LB,991336094,,
38,DB,991315560,,
82,TE,991315561,,
24,RB,991336095,,
30,RB,991315562,,
34,RB,991315563,,
80,TE,991315564,,
80,TE,991336096,,
71,OL,991315565,,
71,OL,991336097,,
28,LB,991336098,,
47,LB,991315566,,
46,P,991315567,,
91,DL,991315568,,
91,DL,991336099,,
33,DB,991315569,,
33,DB,991336100,,
57,LB,991315570,,
29,DB,991336101,,
29,DB,991315571,,
40,DL,991315572,,
40,DL,991336102,,
74,OL,991336103,,
68,OL,991336104,,
68,OL,991315573,,
18,QB,991315574,,
59,DL,991315575,,
73,OL,991315576,,
35,DB,991315577,,
74,DL,991315578,,
37,DB,991315579,,
84,WR,991315580,,
32,P,991336105,,
32,P,991315581,,
79,OL,991315582,,
89,WR,991321374,,
9,K,991336901,,
9,K,991308966,,
3,QB,991336902,,
3,QB,991308967,,
59,LS,991308968,,
59,LS,991336903,,
19,QB,991336904,,
19,QB,991308969,,
93,DL,991308970,,
93,DL,991336905,,
85,TE,991336906,,
85,TE,991308971,,
95,DL,991336907,,
95,DL,991308972,,
72,OL,991336908,,
72,OL,991308973,,
96,DL,991308974,,
83,WR,991308975,,
74,OL,991308976,,
74,OL,991336909,,
49,LB,991336910,,
49,LB,991308977,,
64,OL,991308978,,
64,OL,991336911,,
65,OL,991336912,,
65,OL,991308979,,
81,WR,991308980,,
97,DL,991308981,,
97,DL,991336913,,
58,LB,991336914,,
58,LB,991308982,,
26,RB,991308983,,
26,RB,991336915,,
18,WR,991336916,,
18,WR,991308984,,
0,LB,991308985,,
0,LB,991336917,,
12,P,991336918,,
12,P,991308986,,
44,LB,991308987,,
33,LB,991336919,,
80,WR,991336920,,
0,WR,991308988,,
23,RB,991308989,,
34,DB,991308990,,
78,OL,991323343,,
78,OL,991336921,,
76,OL,991336922,,
76,OL,991308991,,
87,WR,991308992,,
21,DB,991336923,,
21,DB,991308993,,
70,OL,991308994,,
57,DL,991308995,,
57,DL,991336924,,
8,DB,991336925,,
8,DB,991308996,,
55,OL,991308997,,
55,OL,991336926,,
67,OL,991308998,,
84,TE,991308999,,
84,TE,991336927,,
17,WR,991336928,,
17,WR,991309000,,
5,LB,991336929,,
5,LB,991309001,,
73,OL,991309002,,
73,OL,991336930,,
24,DB,991336931,,
24,DB,991309003,,
89,TE,991309004,,
75,OL,991309005,,
28,DB,991309006,,
28,DB,991336932,,
82,TE,991336933,,
82,TE,991309007,,
98,DL,991309008,,
98,DL,991336934,,
41,LB,991336935,,
41,LB,991309009,,
80,WR,991309010,,
43,DB,991309011,,
90,DL,991309012,,
90,DL,991336936,,
45,LB,991309013,,
13,WR,991309014,,
13,WR,991336937,,
61,OL,991336938,,
61,OL,991309015,,
2,DB,991336939,,
2,DB,991309016,,
69,DL,991309017,,
88,WR,991336197,,
37,DB,991309018,,
99,DL,991309019,,
31,DB,991309020,,
31,DB,991336940,,
23,DB,991336941,,
35,DB,991309021,,
54,LB,991309022,,
15,QB,991309023,,
1,WR,991309024,,
1,WR,991336942,,
27,DB,991336943,,
27,DB,991309025,,
25,RB,991309026,,
29,RB,991309027,,
29,RB,991336944,,
22,DB,991336945,,
22,DB,991309028,,
34,DB,991336946,,
53,LB,991336947,,
53,LB,991309029,,
60,OL,991309030,,
48,LB,991309031,,
33,DB,991309032,,
63,OL,991309033,,
99,K,991309034,,
54,LB,991343072,,
94,DL,991309035,,
44,RB,991309036,,
44,RB,991336948,,
9,WR,991309037,,
71,OL,991336949,,
71,OL,991309038,,
51,LB,991336950,,
51,LB,991309039,,
86,TE,991309040,,
86,TE,991336951,,
2,WR,991309041,,
6,QB,991309042,,
6,QB,991336952,,
81,WR,991336953,,
8,WR,991309043,,
91,DL,991336954,,
91,DL,991309044,,
39,DB,991309045,,
25,DB,991309046,,
5,WR,991309047,,
38,DB,991309048,,
46,LB,991309049,,
12,WR,991309050,,
48,TE,991309051,,
68,OL,991309052,,
30,DB,991309053,,
18,K,991312781,,
6,K,991336160,,
2,QB,991336161,,
2,QB,991312782,,
21,DB,991336162,,
21,DB,991312783,,
83,WR,991336163,,
83,WR,991312784,,
42,LS,991336164,,
42,LS,991312785,,
26,DB,991336165,,
26,DB,991312786,,
91,DL,991312787,,
,DL,991309953,,
97,DL,991336166,,
79,OL,991336167,,
79,OL,991312788,,
10,WR,991336168,,
10,WR,991312789,,
95,DL,991336169,,
95,DL,991312790,,
93,DL,991312791,,
17,DB,991312792,,
56,LB,991336170,,
56,LB,991312793,,
47,RB,991336171,,
47,RB,991312794,,
16,WR,991336172,,
16,WR,991312795,,
76,OL,991336173,,
76,OL,991312796,,
7,QB,991336174,,
7,QB,991312797,,
89,TE,991312798,,
89,TE,991336175,,
20,RB,991336176,,
20,RB,991312799,,
87,WR,991312800,,
34,RB,991312801,,
34,RB,991336177,,
30,DB,991336178,,
30,DB,991312802,,
8,DB,991312803,,
8,DB,991336179,,
99,DL,991312804,,
52,LB,991312805,,
75,OL,991312806,,
78,DL,991336180,,
78,DL,991312807,,
44,LB,991312808,,
44,LB,991336181,,
71,OL,991336182,,
71,OL,991312809,,
5,WR,991312810,,
5,WR,991336183,,
98,DL,991312811,,
1,DB,991312812,,
1,DB,991336184,,
11,LB,991336185,,
11,LB,991320308,,
72,DL,991312813,,
72,DL,991336186,,
61,OL,991336187,,
61,OL,991312814,,
77,OL,991312815,,
43,DB,991312816,,
86,TE,991336188,,
84,TE,991336189,,
84,TE,991312817,,
41,LB,991312818,,
41,LB,991336190,,
57,DL,991312819,,
22,DB,991312820,,
22,DB,991336191,,
65,OL,991336192,,
65,OL,991312821,,
27,DB,991336193,,
27,DB,991312822,,
66,OL,991336194,,
66,OL,991312823,,
88,TE,991312824,,
43,LB,991336195,,
9,DL,991336196,,
9,DL,991312825,,
67,OL,991312826,,
3,WR,991312827,,
53,LB,991312828,,
29,DB,991312829,,
15,QB,991312830,,
68,OL,991312831,,
81,WR,991312832,,
31,DB,991312833,,
0,RB,991336198,,
0,RB,991312834,,
96,DL,991312835,,
96,DL,991336199,,
6,WR,991312836,,
74,OL,991312837,,
74,OL,991336200,,
32,RB,991336201,,
32,RB,991312838,,
45,K,991312839,,
55,DL,991336202,,
55,DL,991312840,,
18,WR,991343073,,
46,DB,991312841,,
58,DL,991312842,,
37,DB,991336203,,
37,DB,991312843,,
92,DL,991307460,,
91,DL,991336204,,
14,P,991336205,,
14,P,991312844,,
86,TE,991312845,,
25,DB,991312846,,
49,LB,991312847,,
40,RB,991312848,,
50,OL,991312849,,
60,OL,991312850,,
36,WR,991312851,,
85,TE,991312852,,
85,TE,991336206,,
39,WR,991312853,,
35,WR,991312854,,
70,OL,991336207,,
70,OL,991312855,,
23,DB,991312856,,
23,DB,991336208,,
82,WR,991336209,,
82,WR,991312857,,
4,QB,991312858,,
51,LB,991312859,,
51,LB,991336210,,
69,DL,991312860,,
94,DL,991336211,,
94,DL,991312861,,
25,DB,991343074,,
67,OL,991336212,,
35,DB,991312862,,
33,DB,991312863,,
54,LB,991312864,,
62,DL,991312865,,
64,OL,991312866,,
48,LB,991312867,,
97,DL,991312868,,
38,RB,991312869,,
65,OL,991305346,,
65,OL,991333334,,
47,LS,991305347,,
47,LS,991333335,,
52,DL,991343501,,
74,OL,991305348,,
8,DB,991305349,,
8,DB,991333336,,
4,K,991333337,,
4,K,991305350,,
26,RB,991305351,,
26,RB,991333338,,
88,TE,991305352,,
88,TE,991333339,,
50,DL,991305353,,
45,DL,991333340,,
34,DB,991305354,,
68,OL,991305355,,
68,OL,991333341,,
79,OL,991333342,,
79,OL,991305356,,
74,OL,991333343,,
11,WR,991333344,,
11,WR,991305357,,
39,DB,991333345,,
64,OL,991305358,,
64,OL,991333346,,
6,WR,991333347,,
6,WR,991305359,,
29,RB,991305361,,
29,RB,991333348,,
1,QB,991333349,,
1,QB,991305362,,
0,LB,991305363,,
0,LB,991333350,,
53,LB,991305364,,
53,LB,991333351,,
10,P,991305365,,
10,P,991333352,,
46,WR,991305366,,
69,OL,991333353,,
69,OL,991305367,,
83,TE,991305368,,
83,TE,991333354,,
48,LB,991333355,,
48,LB,991305369,,
13,LB,991305370,,
13,LB,991333356,,
18,WR,991305371,,
82,WR,991305372,,
2,WR,991305373,,
2,WR,991333357,,
18,WR,991333358,,
80,WR,991309898,,
14,QB,991333359,,
37,RB,991337595,,
14,QB,991305374,,
3,LB,991305375,,
3,LB,991333360,,
38,DB,991305376,,
76,OL,991333361,,
76,OL,991305377,,
51,OL,991305378,,
51,OL,991333362,,
72,OL,991305379,,
81,TE,991305380,,
81,TE,991333363,,
90,DL,991333364,,
90,DL,991305381,,
59,LB,991324453,,
46,DB,991305382,,
32,DB,991305383,,
32,DB,991333365,,
36,DB,991305384,,
87,TE,991305385,,
23,DB,991305386,,
98,DL,991305387,,
98,DL,991333366,,
16,QB,991333367,,
16,QB,991305388,,
7,DB,991333368,,
7,DB,991305389,,
56,OL,991305390,,
56,OL,991333369,,
